date,value
2022-11-01,5967621
2022-12-01,5767490
2023-01-01,4540355
2023-02-01,5971281
2023-03-01,5488184
2023-04-01,6206368
2023-05-01,6589352
2023-06-01,9040566
2023-07-01,6719104
2023-08-01,6161248
2023-09-01,5649553
2023-10-01,6435086
2023-11-01,5130936
2023-12-01,5638960
2024-01-01,5259876
2024-02-01,4358497
2024-03-01,5647280
2024-04-01,5959945
2024-05-01,5835644
2024-06-01,4664955
2024-07-01,5363874
2024-08-01,5262501
2024-09-01,6096241
2024-10-01,5447775
2024-11-01,6064372
2024-12-01,8242445
2025-01-01,5214476
2025-02-01,4576872
2025-03-01,6746434
2025-04-01,9092305
2025-05-01,6604403
2025-06-01,7573417
2025-07-01,6605128
2025-08-01,8105224
2025-09-01,6611327
2025-10-01,7454862
2025-11-01,7329971
2025-12-01,7103017
2026-01-01,8377607
2026-02-01,8128986
2026-03-01,5991897
2026-04-01,7754877
